episode,global_step,scene,length,return,success,collision,goal_distance,replay_size,curriculum_phase,initial_state_phase,initial_state_name,rl_gate_alpha_mean,distance_gate_alpha_mean,intrinsic_exploration_return,replay_labeled_transitions,cross_track_rmse,precision_constraint_cost_mean_square,precision_constraint_target_mean_square,precision_constraint_violation,precision_constraint_multiplier_before,precision_constraint_multiplier,precision_constraint_feasible,covariance_scale_0_mean,covariance_scale_0_std,covariance_scale_1_mean,covariance_scale_1_std
88,20627,high_dynamic_accel_straight_l56__long_delay_seen,148,99.02076598392236,True,False,0.24952655929180392,20627,uniform,disabled,configured_initial,1.0,1.0,0.0,148,0.059584981576463816,0.0035503700294675323,0.0016,0.0019503700294675322,0.0,0.0,False,1.0,0.0,1.0,0.0
89,20772,high_dynamic_sweep_l56__nominal_seen,145,102.20481377511766,True,False,0.24489591444098555,20772,uniform,disabled,configured_initial,1.0,1.0,0.0,145,0.05562096546621574,0.003093691799393964,0.0016,0.0014936917993939641,0.0,0.0,False,1.0,0.0,1.0,0.0
90,21062,high_dynamic_accel_turn_l56__low_friction_seen,290,111.8080511941119,True,False,0.24997441160447728,21062,uniform,disabled,configured_initial,1.0,1.0,0.0,290,0.06627507002666386,0.004392384907039198,0.0016,0.0027923849070391983,0.0,0.0,False,1.0,0.0,1.0,0.0
91,21220,high_dynamic_accel_straight_l56__low_friction_seen,158,99.36571808838039,True,False,0.24921421298282323,21220,uniform,disabled,configured_initial,1.0,1.0,0.0,158,0.027638884966111884,0.0007639079621699654,0.0016,-0.0008360920378300347,0.0,0.0,True,1.0,0.0,1.0,0.0
92,21486,high_dynamic_accel_turn_l56__nominal_seen,266,111.56987422168548,True,False,0.248369819195587,21486,uniform,disabled,configured_initial,1.0,1.0,0.0,266,0.08273393348216485,0.006844903749431277,0.0016,0.005244903749431277,0.0,0.0,False,1.0,0.0,1.0,0.0
93,21748,high_dynamic_accel_turn_l56__low_friction_seen,262,111.09711770876905,True,False,0.2492855022287477,21748,uniform,disabled,configured_initial,1.0,1.0,0.0,262,0.0849227918117973,0.007211880569109865,0.0016,0.005611880569109865,0.0,0.0,False,1.0,0.0,1.0,0.0
94,21935,high_dynamic_chicane_l56__low_friction_seen,187,108.94868151626437,True,False,0.23459133381510586,21935,uniform,disabled,configured_initial,1.0,1.0,0.0,187,0.08036765450220666,0.00645895989018606,0.0016,0.00485895989018606,0.0,0.0,False,1.0,0.0,1.0,0.0
95,22179,high_dynamic_accel_turn_l56__low_friction_seen,244,112.37624337475549,True,False,0.24123646955672653,22179,uniform,disabled,configured_initial,1.0,1.0,0.0,244,0.08206546451110353,0.006734740465423192,0.0016,0.005134740465423192,0.0,0.0,False,1.0,0.0,1.0,0.0
96,22339,high_dynamic_accel_straight_l56__low_friction_seen,160,99.07073551101693,True,False,0.2413837961334692,22339,uniform,disabled,configured_initial,1.0,1.0,0.0,160,0.04263758452653063,0.0018179636142570444,0.0016,0.00021796361425704437,0.0,0.0,False,1.0,0.0,1.0,0.0
97,22478,high_dynamic_sweep_l56__nominal_seen,139,102.05145532819213,True,False,0.2467145806823359,22478,uniform,disabled,configured_initial,1.0,1.0,0.0,139,0.05433830340806169,0.002952651217266569,0.0016,0.001352651217266569,0.0,0.0,False,1.0,0.0,1.0,0.0
98,22654,high_dynamic_chicane_l56__nominal_seen,176,109.21032795242874,True,False,0.23898702964119065,22654,uniform,disabled,configured_initial,1.0,1.0,0.0,176,0.08293469811019505,0.00687816415062919,0.0016,0.00527816415062919,0.0,0.0,False,1.0,0.0,1.0,0.0
99,22841,high_dynamic_chicane_l56__low_friction_seen,187,107.84365666623465,True,False,0.23027033068554384,22841,uniform,disabled,configured_initial,1.0,1.0,0.0,187,0.09215374677847582,0.008492313045311443,0.0016,0.006892313045311444,0.0,0.0,False,1.0,0.0,1.0,0.0
100,22991,high_dynamic_accel_straight_l56__high_mass_seen,150,99.02472629610496,True,False,0.24964577973193455,22991,uniform,disabled,configured_initial,1.0,1.0,0.0,150,0.046867817886942505,0.002196592353483608,0.0016,0.000596592353483608,0.0,0.0,False,1.0,0.0,1.0,0.0
101,23138,high_dynamic_accel_straight_l56__long_delay_seen,147,99.72531330974829,True,False,0.24934240376268818,23138,uniform,disabled,configured_initial,1.0,1.0,0.0,147,0.03706403239410085,0.0013737424973109572,0.0016,-0.00022625750268904284,0.0,0.0,True,1.0,0.0,1.0,0.0
102,23332,high_dynamic_chicane_l56__low_friction_seen,194,107.18783061341318,True,False,0.2437072010429856,23332,uniform,disabled,configured_initial,1.0,1.0,0.0,194,0.09512553992691962,0.009048868346387979,0.0016,0.007448868346387979,0.0,0.0,False,1.0,0.0,1.0,0.0
103,23572,high_dynamic_accel_turn_l56__long_delay_seen,240,111.34908903907211,True,False,0.2489944789957461,23572,uniform,disabled,configured_initial,1.0,1.0,0.0,240,0.0908391424639704,0.00825174980358951,0.0016,0.00665174980358951,0.0,0.0,False,1.0,0.0,1.0,0.0
104,23748,high_dynamic_chicane_l56__nominal_seen,176,108.12965369825609,True,False,0.2498548988709181,23748,uniform,disabled,configured_initial,1.0,1.0,0.0,176,0.08871613118133082,0.007870551931783099,0.0016,0.006270551931783099,0.0,0.0,False,1.0,0.0,1.0,0.0
105,23994,high_dynamic_accel_turn_l56__high_mass_seen,246,112.75055475166506,True,False,0.2455046651904013,23994,uniform,disabled,configured_initial,1.0,1.0,0.0,246,0.08065055937773782,0.006504512727942015,0.0016,0.0049045127279420155,0.0,0.0,False,1.0,0.0,1.0,0.0
106,24131,high_dynamic_sweep_l56__high_mass_seen,137,101.73781285261165,True,False,0.22902113715183792,24131,uniform,disabled,configured_initial,1.0,1.0,0.0,137,0.07692175017413055,0.005916955649851353,0.0016,0.004316955649851353,0.0,0.0,False,1.0,0.0,1.0,0.0
107,24386,high_dynamic_accel_turn_l56__high_mass_seen,255,110.82030940159035,True,False,0.24759625968361584,24386,uniform,disabled,configured_initial,1.0,1.0,0.0,255,0.09256892997487055,0.008569006796692487,0.0016,0.006969006796692487,0.0,0.0,False,1.0,0.0,1.0,0.0
108,24528,high_dynamic_sweep_l56__high_mass_seen,142,100.49550805126961,True,False,0.23660801208676108,24528,uniform,disabled,configured_initial,1.0,1.0,0.0,142,0.08833045450486351,0.007802269193035764,0.0016,0.006202269193035764,0.0,0.0,False,1.0,0.0,1.0,0.0
109,24701,high_dynamic_chicane_l56__long_delay_seen,173,107.16080990522241,True,False,0.23136997225973066,24701,uniform,disabled,configured_initial,1.0,1.0,0.0,173,0.09973751009589352,0.009947570920128462,0.0016,0.008347570920128462,0.0,0.0,False,1.0,0.0,1.0,0.0
110,24881,high_dynamic_chicane_l56__low_friction_seen,180,107.74832929968079,True,False,0.24510427121467407,24881,uniform,disabled,configured_initial,1.0,1.0,0.0,180,0.09157132713396192,0.00838530795307507,0.0016,0.00678530795307507,0.0,0.0,False,1.0,0.0,1.0,0.0
111,25138,high_dynamic_accel_turn_l56__low_friction_seen,257,112.14084650595913,True,False,0.24019136546243203,25138,uniform,disabled,configured_initial,1.0,1.0,0.0,257,0.08282089203519179,0.006859300157504894,0.0016,0.005259300157504894,0.0,0.0,False,1.0,0.0,1.0,0.0
112,25310,high_dynamic_accel_straight_l56__high_mass_seen,172,98.75816216961914,True,False,0.24370914755764841,25310,uniform,disabled,configured_initial,1.0,1.0,0.0,172,0.05353748676963706,0.002866262489609063,0.0016,0.001266262489609063,0.0,0.0,False,1.0,0.0,1.0,0.0
113,25485,high_dynamic_chicane_l56__low_friction_seen,175,108.3543433576377,True,False,0.23386580893279765,25485,uniform,disabled,configured_initial,1.0,1.0,0.0,175,0.09336444536797522,0.00871691965886963,0.0016,0.007116919658869631,0.0,0.0,False,1.0,0.0,1.0,0.0
114,25657,high_dynamic_accel_straight_l56__low_friction_seen,172,98.2636254463475,True,False,0.2437420623711421,25657,uniform,disabled,configured_initial,1.0,1.0,0.0,172,0.06347799528575411,0.004029455885498221,0.0016,0.0024294558854982213,0.0,0.0,False,1.0,0.0,1.0,0.0
115,25829,high_dynamic_chicane_l56__nominal_seen,172,108.17363761093031,True,False,0.2307455679445992,25829,uniform,disabled,configured_initial,1.0,1.0,0.0,172,0.09604183419725872,0.009224033915973734,0.0016,0.007624033915973734,0.0,0.0,False,1.0,0.0,1.0,0.0
116,25970,high_dynamic_sweep_l56__long_delay_seen,141,97.62505980624849,True,False,0.23940375085419072,25970,uniform,disabled,configured_initial,1.0,1.0,0.0,141,0.1182090553512073,0.013973380767024791,0.0016,0.01237338076702479,0.0,0.0,False,1.0,0.0,1.0,0.0
117,26223,high_dynamic_accel_turn_l56__nominal_seen,253,113.07553279077928,True,False,0.24898590113448832,26223,uniform,disabled,configured_initial,1.0,1.0,0.0,253,0.07680746967995579,0.005899387398637327,0.0016,0.004299387398637327,0.0,0.0,False,1.0,0.0,1.0,0.0
118,26479,high_dynamic_accel_turn_l56__high_mass_seen,256,114.2839681585919,True,False,0.24554379333791518,26479,uniform,disabled,configured_initial,1.0,1.0,0.0,256,0.062195712961107714,0.003868306710740502,0.0016,0.0022683067107405015,0.0,0.0,False,1.0,0.0,1.0,0.0
119,26616,high_dynamic_sweep_l56__high_mass_seen,137,100.8145390156817,True,False,0.2348079926172388,26616,uniform,disabled,configured_initial,1.0,1.0,0.0,137,0.0841715888986533,0.007084856377723894,0.0016,0.0054848563777238945,0.0,0.0,False,1.0,0.0,1.0,0.0
120,26861,high_dynamic_accel_turn_l56__long_delay_seen,245,113.05916362501704,True,False,0.2437318475862446,26861,uniform,disabled,configured_initial,1.0,1.0,0.0,245,0.08577233859211951,0.007356894067561194,0.0016,0.005756894067561194,0.0,0.0,False,1.0,0.0,1.0,0.0
121,27123,high_dynamic_accel_turn_l56__low_friction_seen,262,111.28724040286973,True,False,0.24785589313832695,27123,uniform,disabled,configured_initial,1.0,1.0,0.0,262,0.08000312299527411,0.006400499688996956,0.0016,0.0048004996889969564,0.0,0.0,False,1.0,0.0,1.0,0.0
122,27281,high_dynamic_chicane_l56__high_mass_seen,158,104.48173170768096,True,False,0.2499970665935544,27281,uniform,disabled,configured_initial,1.0,1.0,0.0,158,0.12508138409063466,0.015645352646028874,0.0016,0.014045352646028873,0.0,0.0,False,1.0,0.0,1.0,0.0
123,27432,high_dynamic_accel_straight_l56__nominal_seen,151,97.46155092993672,True,False,0.24966421616992363,27432,uniform,disabled,configured_initial,1.0,1.0,0.0,151,0.07510947316888208,0.005641432959707019,0.0016,0.004041432959707019,0.0,0.0,False,1.0,0.0,1.0,0.0
124,27689,high_dynamic_accel_turn_l56__long_delay_seen,257,110.96490743540036,True,False,0.24516802424153974,27689,uniform,disabled,configured_initial,1.0,1.0,0.0,257,0.08868845921429579,0.007865642797805807,0.0016,0.006265642797805807,0.0,0.0,False,1.0,0.0,1.0,0.0
125,27835,high_dynamic_accel_straight_l56__high_mass_seen,146,99.04050080033315,True,False,0.24652376708238935,27835,uniform,disabled,configured_initial,1.0,1.0,0.0,146,0.05536746166216958,0.0030655558109118184,0.0016,0.0014655558109118183,0.0,0.0,False,1.0,0.0,1.0,0.0
126,27969,high_dynamic_sweep_l56__long_delay_seen,134,102.58657125784183,True,False,0.24466136428921742,27969,uniform,disabled,configured_initial,1.0,1.0,0.0,134,0.05644361728544469,0.003185881932265751,0.0016,0.0015858819322657508,0.0,0.0,False,1.0,0.0,1.0,0.0
127,28228,high_dynamic_accel_turn_l56__low_friction_seen,259,111.65977740581883,True,False,0.24578279690338678,28228,uniform,disabled,configured_initial,1.0,1.0,0.0,259,0.08164281258275606,0.006665548846423031,0.0016,0.005065548846423031,0.0,0.0,False,1.0,0.0,1.0,0.0
128,28381,high_dynamic_chicane_l56__nominal_seen,153,104.68845298613417,True,False,0.22736736036718855,28381,uniform,disabled,configured_initial,1.0,1.0,0.0,153,0.123521908064411,0.015257661771872804,0.0016,0.013657661771872803,0.0,0.0,False,1.0,0.0,1.0,0.0
129,28516,high_dynamic_sweep_l56__long_delay_seen,135,101.57646092907426,True,False,0.24637629562848218,28516,uniform,disabled,configured_initial,1.0,1.0,0.0,135,0.07327865713252167,0.0053697615911456695,0.0016,0.0037697615911456697,0.0,0.0,False,1.0,0.0,1.0,0.0
130,28755,high_dynamic_accel_turn_l56__long_delay_seen,239,113.39685079449313,True,False,0.23442959958964715,28755,uniform,disabled,configured_initial,1.0,1.0,0.0,239,0.07541016937277448,0.005686693644830534,0.0016,0.004086693644830534,0.0,0.0,False,1.0,0.0,1.0,0.0
131,28893,high_dynamic_sweep_l56__nominal_seen,138,103.09639444705094,True,False,0.22218375870872462,28893,uniform,disabled,configured_initial,1.0,1.0,0.0,138,0.048974432691187376,0.0023984950574236427,0.0016,0.0007984950574236426,0.0,0.0,False,1.0,0.0,1.0,0.0
132,29116,high_dynamic_accel_turn_l56__high_mass_seen,223,111.99752450118964,True,False,0.23325829872246612,29116,uniform,disabled,configured_initial,1.0,1.0,0.0,223,0.08869110699303903,0.007866112459650697,0.0016,0.006266112459650698,0.0,0.0,False,1.0,0.0,1.0,0.0
133,29260,high_dynamic_accel_straight_l56__high_mass_seen,144,98.96794254657614,True,False,0.2467505121671266,29260,uniform,disabled,configured_initial,1.0,1.0,0.0,144,0.05229448807997116,0.0027347134835462457,0.0016,0.0011347134835462457,0.0,0.0,False,1.0,0.0,1.0,0.0
134,29469,high_dynamic_accel_turn_l56__nominal_seen,209,114.09185290413882,True,False,0.24830413001253043,29469,uniform,disabled,configured_initial,1.0,1.0,0.0,209,0.08082043697602043,0.006531943032994889,0.0016,0.004931943032994889,0.0,0.0,False,1.0,0.0,1.0,0.0
135,29612,high_dynamic_accel_straight_l56__long_delay_seen,143,99.46176020267947,True,False,0.2425232790774701,29612,uniform,disabled,configured_initial,1.0,1.0,0.0,143,0.0483773765337578,0.0023403705602889797,0.0016,0.0007403705602889797,0.0,0.0,False,1.0,0.0,1.0,0.0
136,29764,high_dynamic_chicane_l56__long_delay_seen,152,104.25785249827862,True,False,0.21916469937544078,29764,uniform,disabled,configured_initial,1.0,1.0,0.0,152,0.12969454052793544,0.01682067384275229,0.0016,0.015220673842752289,0.0,0.0,False,1.0,0.0,1.0,0.0
137,29886,high_dynamic_accel_straight_l56__nominal_seen,122,98.32039568466736,True,False,0.2274306680633466,29886,uniform,disabled,configured_initial,1.0,1.0,0.0,122,0.07566713108751881,0.005725514727015756,0.0016,0.004125514727015756,0.0,0.0,False,1.0,0.0,1.0,0.0
138,30091,high_dynamic_accel_turn_l56__nominal_seen,205,111.65423446568232,True,False,0.22713085272444408,30091,uniform,disabled,configured_initial,1.0,1.0,0.0,205,0.09669517766404838,0.00934995738348188,0.0016,0.007749957383481881,0.0,0.0,False,1.0,0.0,1.0,0.0
139,30223,high_dynamic_accel_straight_l56__low_friction_seen,132,93.84380048519905,True,False,0.24701294920120387,30223,uniform,disabled,configured_initial,1.0,1.0,0.0,132,0.12606328111800308,0.015891950846236673,0.0016,0.014291950846236672,0.0,0.0,False,1.0,0.0,1.0,0.0
140,30358,high_dynamic_sweep_l56__long_delay_seen,135,103.07224742389836,True,False,0.23124953973604373,30358,uniform,disabled,configured_initial,1.0,1.0,0.0,135,0.044628565828163415,0.001991708887878715,0.0016,0.00039170888787871494,0.0,0.0,False,1.0,0.0,1.0,0.0
141,30515,high_dynamic_chicane_l56__nominal_seen,157,103.83069222366952,True,False,0.2222720299659837,30515,uniform,disabled,configured_initial,1.0,1.0,0.0,157,0.1279392136189484,0.01636844238143491,0.0016,0.014768442381434908,0.0,0.0,False,1.0,0.0,1.0,0.0
142,30708,high_dynamic_accel_turn_l56__long_delay_seen,193,110.41461029712372,True,False,0.24410305246887148,30708,uniform,disabled,configured_initial,1.0,1.0,0.0,193,0.10756408283327068,0.011570031915762715,0.0016,0.009970031915762715,0.0,0.0,False,1.0,0.0,1.0,0.0
143,30892,high_dynamic_accel_turn_l56__high_mass_seen,184,110.76640385884374,True,False,0.23986586828729695,30892,uniform,disabled,configured_initial,1.0,1.0,0.0,184,0.11002783375505466,0.012106124200829946,0.0016,0.010506124200829945,0.0,0.0,False,1.0,0.0,1.0,0.0
144,31038,high_dynamic_chicane_l56__high_mass_seen,146,105.6968333402596,True,False,0.2320149254464139,31038,uniform,disabled,configured_initial,1.0,1.0,0.0,146,0.11807999004646391,0.013942884049373015,0.0016,0.012342884049373015,0.0,0.0,False,1.0,0.0,1.0,0.0
145,31179,high_dynamic_sweep_l56__high_mass_seen,141,101.04159701652102,True,False,0.2296237377148965,31179,uniform,disabled,configured_initial,1.0,1.0,0.0,141,0.08342088590183347,0.006959044204646719,0.0016,0.005359044204646719,0.0,0.0,False,1.0,0.0,1.0,0.0
146,31314,high_dynamic_accel_straight_l56__low_friction_seen,135,96.02413001132132,True,False,0.2405083860189379,31314,uniform,disabled,configured_initial,1.0,1.0,0.0,135,0.10146585983605662,0.010295320712270288,0.0016,0.008695320712270287,0.0,0.0,False,1.0,0.0,1.0,0.0
147,31455,high_dynamic_accel_straight_l56__high_mass_seen,141,99.11384017354105,True,False,0.2268875830145558,31455,uniform,disabled,configured_initial,1.0,1.0,0.0,141,0.05903235811330893,0.003484819304417951,0.0016,0.001884819304417951,0.0,0.0,False,1.0,0.0,1.0,0.0
148,31634,high_dynamic_accel_turn_l56__long_delay_seen,179,109.32443105453117,True,False,0.22862967760903793,31634,uniform,disabled,configured_initial,1.0,1.0,0.0,179,0.12401380793829857,0.015379424559357204,0.0016,0.013779424559357203,0.0,0.0,False,1.0,0.0,1.0,0.0
149,31768,high_dynamic_sweep_l56__nominal_seen,134,103.16266559861481,True,False,0.20751940356577508,31768,uniform,disabled,configured_initial,1.0,1.0,0.0,134,0.05067858644081286,0.0025683191236389414,0.0016,0.0009683191236389414,0.0,0.0,False,1.0,0.0,1.0,0.0
150,31939,high_dynamic_accel_turn_l56__long_delay_seen,171,110.0367054998595,True,False,0.23705220903566107,31939,uniform,disabled,configured_initial,1.0,1.0,0.0,171,0.11961999165536918,0.014308942403630594,0.0016,0.012708942403630593,0.0,0.0,False,1.0,0.0,1.0,0.0
151,32122,high_dynamic_accel_turn_l56__low_friction_seen,183,111.31053564155555,True,False,0.24926491848767746,32122,uniform,disabled,configured_initial,1.0,1.0,0.0,183,0.10616159226230185,0.011270283671667226,0.0016,0.009670283671667225,0.0,0.0,False,1.0,0.0,1.0,0.0
152,32265,high_dynamic_sweep_l56__nominal_seen,143,101.17900213947316,True,False,0.2437872328444724,32265,uniform,disabled,configured_initial,1.0,1.0,0.0,143,0.08321500287648803,0.006924736703733911,0.0016,0.0053247367037339115,0.0,0.0,False,1.0,0.0,1.0,0.0
153,32439,high_dynamic_accel_turn_l56__nominal_seen,174,109.16052011698451,True,False,0.24797813931891816,32439,uniform,disabled,configured_initial,1.0,1.0,0.0,174,0.1266934372273251,0.016051227036474165,0.0016,0.014451227036474164,0.0,0.0,False,1.0,0.0,1.0,0.0
154,32576,high_dynamic_accel_straight_l56__long_delay_seen,137,99.30332062811782,True,False,0.22830123125126178,32576,uniform,disabled,configured_initial,1.0,1.0,0.0,137,0.056493274788499755,0.003191490096328942,0.0016,0.001591490096328942,0.0,0.0,False,1.0,0.0,1.0,0.0
155,32709,high_dynamic_accel_straight_l56__nominal_seen,133,99.23468372365302,True,False,0.24096359875702664,32709,uniform,disabled,configured_initial,1.0,1.0,0.0,133,0.055463154601615376,0.003076161518362689,0.0016,0.001476161518362689,0.0,0.0,False,1.0,0.0,1.0,0.0
156,32841,high_dynamic_accel_straight_l56__long_delay_seen,132,99.90606855953529,True,False,0.21201375214761137,32841,uniform,disabled,configured_initial,1.0,1.0,0.0,132,0.05214443583903238,0.0027190421889709644,0.0016,0.0011190421889709643,0.0,0.0,False,1.0,0.0,1.0,0.0
157,32983,high_dynamic_accel_straight_l56__nominal_seen,142,99.52336124507394,True,False,0.2452025689378222,32983,uniform,disabled,configured_initial,1.0,1.0,0.0,142,0.038324820161927495,0.0014687918404440844,0.0016,-0.00013120815955591563,0.0,0.0,True,1.0,0.0,1.0,0.0
158,33138,high_dynamic_chicane_l56__low_friction_seen,155,101.56581841480109,True,False,0.22949673871453918,33138,uniform,disabled,configured_initial,1.0,1.0,0.0,155,0.14022268040927993,0.019662400101163057,0.0016,0.018062400101163056,0.0,0.0,False,1.0,0.0,1.0,0.0
159,33321,high_dynamic_accel_turn_l56__low_friction_seen,183,108.50130935369123,True,False,0.2453103590248671,33321,uniform,disabled,configured_initial,1.0,1.0,0.0,183,0.12848587319385765,0.01650861961038807,0.0016,0.014908619610388068,0.0,0.0,False,1.0,0.0,1.0,0.0
160,33464,high_dynamic_accel_straight_l56__low_friction_seen,143,99.63964302474767,True,False,0.24896355597621914,33464,uniform,disabled,configured_initial,1.0,1.0,0.0,143,0.044391723860338496,0.001970625147292546,0.0016,0.00037062514729254586,0.0,0.0,False,1.0,0.0,1.0,0.0
161,33639,high_dynamic_accel_turn_l56__high_mass_seen,175,107.90622151057696,True,False,0.2356284845429248,33639,uniform,disabled,configured_initial,1.0,1.0,0.0,175,0.1361071853408923,0.018525165901420008,0.0016,0.016925165901420007,0.0,0.0,False,1.0,0.0,1.0,0.0
162,33804,high_dynamic_accel_turn_l56__nominal_seen,165,108.68346632355144,True,False,0.23005107584819193,33804,uniform,disabled,configured_initial,1.0,1.0,0.0,165,0.13829933404322695,0.01912670579680007,0.0016,0.01752670579680007,0.0,0.0,False,1.0,0.0,1.0,0.0
163,33978,high_dynamic_accel_turn_l56__long_delay_seen,174,110.22933027429158,True,False,0.23967410530316036,33978,uniform,disabled,configured_initial,1.0,1.0,0.0,174,0.12201569518201269,0.014887829870749835,0.0016,0.013287829870749834,0.0,0.0,False,1.0,0.0,1.0,0.0
164,34134,high_dynamic_chicane_l56__low_friction_seen,156,100.82976836343117,True,False,0.22202998379587147,34134,uniform,disabled,configured_initial,1.0,1.0,0.0,156,0.15064300133567426,0.02269331385141996,0.0016,0.021093313851419958,0.0,0.0,False,1.0,0.0,1.0,0.0
165,34271,high_dynamic_sweep_l56__nominal_seen,137,102.21868444755142,True,False,0.21073530938287013,34271,uniform,disabled,configured_initial,1.0,1.0,0.0,137,0.06449769532571771,0.004159952702329108,0.0016,0.002559952702329108,0.0,0.0,False,1.0,0.0,1.0,0.0
166,34401,high_dynamic_accel_straight_l56__high_mass_seen,130,100.38455737870103,True,False,0.22348253383021438,34401,uniform,disabled,configured_initial,1.0,1.0,0.0,130,0.02393965268781134,0.0005731069708130328,0.0016,-0.0010268930291869672,0.0,0.0,True,1.0,0.0,1.0,0.0
167,34551,high_dynamic_chicane_l56__long_delay_seen,150,102.89769145286671,True,False,0.24427733988292713,34551,uniform,disabled,configured_initial,1.0,1.0,0.0,150,0.14014996673636834,0.019642013176205154,0.0016,0.018042013176205154,0.0,0.0,False,1.0,0.0,1.0,0.0
168,34696,high_dynamic_chicane_l56__high_mass_seen,145,102.78379609116055,True,False,0.24515428136757167,34696,uniform,disabled,configured_initial,1.0,1.0,0.0,145,0.1411148425190456,0.019913398779175043,0.0016,0.018313398779175042,0.0,0.0,False,1.0,0.0,1.0,0.0
169,34830,high_dynamic_sweep_l56__nominal_seen,134,102.27134073821085,True,False,0.2374850987946122,34830,uniform,disabled,configured_initial,1.0,1.0,0.0,134,0.0609562651067521,0.0037156662557646437,0.0016,0.0021156662557646434,0.0,0.0,False,1.0,0.0,1.0,0.0
170,34970,high_dynamic_accel_straight_l56__low_friction_seen,140,99.04439503676858,True,False,0.2417712602124294,34970,uniform,disabled,configured_initial,1.0,1.0,0.0,140,0.0604341811140602,0.003652290246927031,0.0016,0.002052290246927031,0.0,0.0,False,1.0,0.0,1.0,0.0
171,35111,high_dynamic_sweep_l56__low_friction_seen,141,102.52519503225663,True,False,0.20511977464724002,35111,uniform,disabled,configured_initial,1.0,1.0,0.0,141,0.05893403473745689,0.0034732204504357754,0.0016,0.0018732204504357754,0.0,0.0,False,1.0,0.0,1.0,0.0
172,35264,high_dynamic_chicane_l56__low_friction_seen,153,100.06451623797011,True,False,0.2192371059089573,35264,uniform,disabled,configured_initial,1.0,1.0,0.0,153,0.1564796658081487,0.024485885811429905,0.0016,0.022885885811429904,0.0,0.0,False,1.0,0.0,1.0,0.0
173,35398,high_dynamic_sweep_l56__high_mass_seen,134,102.3829745923553,True,False,0.21091904353989813,35398,uniform,disabled,configured_initial,1.0,1.0,0.0,134,0.06564845949985694,0.004309720234704356,0.0016,0.0027097202347043563,0.0,0.0,False,1.0,0.0,1.0,0.0
174,35538,high_dynamic_sweep_l56__low_friction_seen,140,102.87546207794497,True,False,0.20988970838426804,35538,uniform,disabled,configured_initial,1.0,1.0,0.0,140,0.05168863571646287,0.0026717150622292012,0.0016,0.0010717150622292012,0.0,0.0,False,1.0,0.0,1.0,0.0
175,35702,high_dynamic_chicane_l56__low_friction_seen,164,100.75079775900693,True,False,0.21625989501483547,35702,uniform,disabled,configured_initial,1.0,1.0,0.0,164,0.14680498848823495,0.021551704645030798,0.0016,0.019951704645030797,0.0,0.0,False,1.0,0.0,1.0,0.0
176,35855,high_dynamic_chicane_l56__high_mass_seen,153,102.39576829852417,True,False,0.23895324459436254,35855,uniform,disabled,configured_initial,1.0,1.0,0.0,153,0.14036386135421006,0.019702013574263905,0.0016,0.018102013574263904,0.0,0.0,False,1.0,0.0,1.0,0.0
177,35986,high_dynamic_accel_straight_l56__nominal_seen,131,99.70959158923745,True,False,0.24856913931328284,35986,uniform,disabled,configured_initial,1.0,1.0,0.0,131,0.04408634445022543,0.001943605766983923,0.0016,0.00034360576698392285,0.0,0.0,False,1.0,0.0,1.0,0.0
178,36112,high_dynamic_accel_straight_l56__long_delay_seen,126,100.11968942261359,True,False,0.2427679643865417,36112,uniform,disabled,configured_initial,1.0,1.0,0.0,126,0.04221619730040394,0.0017822073145066333,0.0016,0.00018220731450663318,0.0,0.0,False,1.0,0.0,1.0,0.0
179,36246,high_dynamic_sweep_l56__long_delay_seen,134,102.75507868245171,True,False,0.2126451005186618,36246,uniform,disabled,configured_initial,1.0,1.0,0.0,134,0.057026604790919706,0.0032520336539797463,0.0016,0.0016520336539797462,0.0,0.0,False,1.0,0.0,1.0,0.0
180,36371,high_dynamic_accel_straight_l56__long_delay_seen,125,99.76932868005552,True,False,0.23857066923086093,36371,uniform,disabled,configured_initial,1.0,1.0,0.0,125,0.045292330264772085,0.002051395180813189,0.0016,0.0004513951808131891,0.0,0.0,False,1.0,0.0,1.0,0.0
181,36504,high_dynamic_sweep_l56__nominal_seen,133,101.9399001364171,True,False,0.2219017091609653,36504,uniform,disabled,configured_initial,1.0,1.0,0.0,133,0.07023820440833224,0.004933405358506662,0.0016,0.003333405358506662,0.0,0.0,False,1.0,0.0,1.0,0.0
182,36630,high_dynamic_accel_straight_l56__high_mass_seen,126,99.25542585041747,True,False,0.2276891036820063,36630,uniform,disabled,configured_initial,1.0,1.0,0.0,126,0.055861262232517764,0.0031204806182101156,0.0016,0.0015204806182101155,0.0,0.0,False,1.0,0.0,1.0,0.0
183,36806,high_dynamic_accel_turn_l56__nominal_seen,176,110.11090181779937,True,False,0.23032758871672077,36806,uniform,disabled,configured_initial,1.0,1.0,0.0,176,0.12647585479046647,0.01599614184497916,0.0016,0.01439614184497916,0.0,0.0,False,1.0,0.0,1.0,0.0
184,36941,high_dynamic_sweep_l56__high_mass_seen,135,101.49885239434128,True,False,0.21659914956590287,36941,uniform,disabled,configured_initial,1.0,1.0,0.0,135,0.0771977422974364,0.005959491415821401,0.0016,0.004359491415821401,0.0,0.0,False,1.0,0.0,1.0,0.0
185,37085,high_dynamic_sweep_l56__low_friction_seen,144,102.19389118974144,True,False,0.22102201204784805,37085,uniform,disabled,configured_initial,1.0,1.0,0.0,144,0.06133928546321084,0.003762507941137269,0.0016,0.002162507941137269,0.0,0.0,False,1.0,0.0,1.0,0.0
