time,x,y,theta,v,omega,goal_distance,collision,clearance,slip_ratio,dynamic_obstacle_count,nearest_dynamic_obstacle_center_distance,proposed_v,proposed_omega,executed_v,executed_omega,applied_v,applied_omega,safety_override,safety_reason,temporal_scan_valid,temporal_scan_closing_rate_mps,temporal_scan_ttc_s,temporal_scan_risk_alpha,temporal_scan_support_beams,temporal_scan_rejected_jump_fraction,temporal_scan_held,reference_id,target_phase,target_x,target_y,terminal_heading_gate_active,terminal_bearing_error,terminal_translation_scale,terminal_alignment_active,terminal_alignment_omega,planner_compute_ms,profile_planner_state_reference_ms,profile_planner_prior_ms,profile_mppi_sampling_ms,profile_mppi_batch_rollout_ms,profile_mppi_cost_ms,profile_mppi_weighting_update_ms,profile_mppi_final_rollout_ms,profile_mppi_solve_total_ms,planner_cost_min,planner_cost_mean,effective_sample_size,sample_saturation_fraction,residual_support_confidence_mean,residual_support_confidence_min,residual_support_reduced_fraction,residual_support_disabled_fraction,residual_reliability_enabled,residual_reliability_alpha,residual_reliability_evidence_alpha,residual_reliability_context_alpha,residual_reliability_context_value,residual_reliability_samples,residual_reliability_mean_improvement,residual_reliability_lcb,residual_reliability_last_relative_improvement,residual_reliability_nominal_error,residual_reliability_residual_error,optimizer,rl_driven_total_rollouts,paper_total_rollouts,paper_candidates_per_iteration,paper_guided_unique_sequences,paper_guided_reuses,reliability_hss_enabled,reliability_level,reliability_authority,reliability_dynamics_confidence,reliability_actor_confidence,reliability_ensemble_disagreement_max,reliability_innovation_error_ema,reliability_guided_fraction_applied,reliability_guided_fraction_next,reliability_guided_fraction_raw_applied,reliability_guided_fraction_raw_next,terminal_guidance_floor_enabled,terminal_guidance_floor_active,terminal_guidance_terminal_phase,terminal_guidance_distance,terminal_guidance_radius,terminal_guided_fraction_floor,paper_guided_elite_count,paper_gaussian_elite_count,rl_source_samples,shifted_source_samples,base_source_samples,rl_elite_count,shifted_elite_count,base_elite_count,rl_elite_fraction,covariance_scale_mean,terminal_value_enabled,terminal_value_weight,terminal_value_conservative_enabled,terminal_value_authority_mean,terminal_value_authority_min,terminal_value_authority_max,terminal_value_dynamics_confidence_mean,terminal_value_critic_confidence_mean,terminal_value_uncertainty_mean,terminal_value_uncertainty_cost_mean,terminal_q_mean,terminal_q_disagreement_mean,anytime_selected_samples,anytime_add_samples,anytime_predicted_advantage,anytime_confidence_width,anytime_score,anytime_decision_refreshed,prior_type,rl_gate_mode,rl_gate_alpha,rl_policy_mode,rl_correction_gate_alpha,rl_base_action_abs_mean,rl_unit_correction_abs_mean,rl_applied_correction_abs_mean,rl_applied_correction_abs_max,rl_raw_applied_correction_abs_mean,rl_correction_advantage_gate_mode,rl_correction_advantage_critic_source,rl_correction_advantage_threshold,rl_correction_advantage_uncertainty_multiplier,rl_correction_advantage_gate_alpha,rl_correction_support_gate_enabled,rl_correction_support_confidence,rl_correction_effective_gate_alpha,rl_unselected_critic_diagnostics_computed,rl_selected_consensus_lcb,rl_online_q1_base,rl_online_q2_base,rl_online_q1_candidate,rl_online_q2_candidate,rl_target_q1_base,rl_target_q2_base,rl_target_q1_candidate,rl_target_q2_candidate,rl_online_advantage_q1,rl_online_advantage_q2,rl_online_conservative_advantage,rl_target_advantage_q1,rl_target_advantage_q2,rl_target_conservative_advantage,rl_ood_score,rl_scene_complexity_score,rl_scene_complexity_front_proximity,rl_scene_complexity_constriction,rl_scene_complexity_density,rl_scene_complexity_front_clearance_m,rl_scene_complexity_left_clearance_m,rl_scene_complexity_right_clearance_m,rl_scene_complexity_near_obstacle_fraction,rl_scene_complexity_scan_valid,rl_temporal_closing_gate_alpha,rl_temporal_closing_rate_mps,rl_temporal_closing_held,rl_hazard_activation,rl_competence_confidence,rl_baseline_progress_m,rl_baseline_progress_window_s,rl_baseline_progress_gate_ready,rl_baseline_stagnation_activation,rl_baseline_stagnation_held,rl_learned_inference_skipped,profile_prior_fallback_ms,profile_prior_encode_normalize_ms,profile_prior_gate_features_ms,profile_prior_actor_ms,profile_prior_advantage_ms,profile_prior_decoder_ms,profile_prior_outer_gate_ms,profile_prior_total_ms,rl_critic_disagreement,rl_exploration_activation,rl_exploration_latch_alpha,rl_subgoal_distance,rl_subgoal_bearing,rl_subgoal_x_body,rl_subgoal_y_body
0.10000000000000007,0.0005922666931174069,-1.5898157983792977e-07,-0.0012831779472345876,0.017666539921872296,-0.04010370405855652,5.2411297033479105,0.0,inf,0.07334451137004809,0,inf,0.07487372972928086,-0.2847836123566244,0.07487372972928086,-0.2847836123566244,0.044924237837568486,-0.1708701674139746,0.0,front_clear,0.0,0.0,inf,0.0,0,0.0,0.0,polyline_0.620,tracking,0.6129465815730608,-0.07323664539326517,0.0,0.0,1.0,0.0,0.0,266.5943350002635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.367882043087924,4.3178333305247625,8.324861779964403,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,paper_rl_driven,0,100,50,15,30,0.0,disabled,1.0,1.0,1.0,0.0,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.6173063405559348,0.0,0.0,5,15,0,0,0,0,0,0,0.0,0.348390404625519,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,39.789706993103025,1.3781747436523437,0,0.0,0.0,0.0,0.0,0.0,paper_direct_control,disabled,0.0,direct,0.0,0.0,0.0,0.0,0.0,0.0,none,online,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.20000000000000015,0.004732553141258507,3.0226011353492076e-06,-0.009026212213961517,0.07206243906005266,-0.15454096802827336,5.237022802531299,0.0,inf,0.04853180146162543,0,inf,0.14941806259320015,-0.5717120720407531,0.14941806259320015,-0.5717120720407531,0.11960032944763235,-0.45694068816710187,0.0,front_clear,0.0,0.0,inf,0.0,0,0.0,0.0,polyline_0.621,tracking,0.6135204554806089,-0.07338011387015221,0.0,0.0,1.0,0.0,0.0,258.26893000339624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02347423368281909,8.137269135435524,8.76880377097212,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,paper_rl_driven,0,100,50,15,30,0.0,disabled,1.0,1.0,1.0,0.0,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.6173050966821542,0.0,0.0,4,16,0,0,0,0,0,0,0.0,0.3411952988373381,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,39.72593776702881,1.5357909393310547,0,0.0,0.0,0.0,0.0,0.0,paper_direct_control,disabled,0.0,direct,0.0,0.0,0.0,0.0,0.0,0.0,none,online,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3000000000000002,0.014569449472299306,-5.2271941485849895e-05,-0.028889213301684574,0.12346226437210145,-0.20912221843251438,5.227257502564381,0.0,inf,0.08890923310697241,0,inf,0.14789671496319606,-0.39680009587519893,0.14789671496319606,-0.39680009587519893,0.1485052540151979,-0.46676488634142094,0.0,front_clear,0.0,0.0,inf,0.0,0,0.0,0.0,polyline_0.625,tracking,0.6175319577495345,-0.07438298943738361,0.0,0.0,1.0,0.0,0.0,246.68664899945725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.004931020413416,10.196976079375059,3.009694529217123,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,paper_rl_driven,0,100,50,15,30,0.0,disabled,1.0,1.0,1.0,0.0,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.6172976503075742,0.0,0.0,6,14,0,0,0,0,0,0,0.0,0.32025376222968227,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,39.77179000854492,1.2379937744140626,0,0.0,0.0,0.0,0.0,0.0,paper_direct_control,disabled,0.0,direct,0.0,0.0,0.0,0.0,0.0,0.0,none,online,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4000000000000003,0.02905956680730231,-0.0004689822234262624,-0.04891659277091842,0.17769165141921092,-0.1710158438372095,5.212830912952816,0.0,inf,0.029317219337939286,0,inf,0.23693347807512757,-0.24268186609729447,0.23693347807512757,-0.24268186609729447,0.2013187728303551,-0.30432915800845634,0.0,front_clear,0.0,0.0,inf,0.0,0,0.0,0.0,polyline_0.635,tracking,0.6270659211139993,-0.0767664802784998,0.0,0.0,1.0,0.0,0.0,260.45380999858025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.618912931860642,11.980192567967915,6.8257674886164965,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,paper_rl_driven,0,100,50,15,30,0.0,disabled,1.0,1.0,1.0,0.0,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.6172819433081665,0.0,0.0,8,12,0,0,0,0,0,0,0.0,0.3529621097020632,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,40.11444019317627,1.3480318069458008,0,0.0,0.0,0.0,0.0,0.0,paper_direct_control,disabled,0.0,direct,0.0,0.0,0.0,0.0,0.0,0.0,none,online,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5000000000000003,0.05033096270469055,-0.0015456444836541472,-0.06663333113638567,0.2548150279685759,-0.2437551620962351,5.191594488399152,0.0,inf,0.027772086254572507,0,inf,0.3373584188794998,-0.5311797789144531,0.3373584188794998,-0.5311797789144531,0.297188442557751,-0.41578061378758946,0.0,front_clear,0.0,0.0,inf,0.0,0,0.0,0.0,polyline_0.649,tracking,0.6411260490014226,-0.08028151225035564,0.0,0.0,1.0,0.0,0.0,261.5538789978018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.112656690974873,12.453953697171178,8.420069930863711,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,paper_rl_driven,0,100,50,15,30,0.0,disabled,1.0,1.0,1.0,0.0,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.6172482633226155,0.0,0.0,6,14,0,0,0,0,0,0,0.0,0.3498065180420879,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,40.47092712402344,1.1554708099365234,0,0.0,0.0,0.0,0.0,0.0,paper_direct_control,disabled,0.0,direct,0.0,0.0,0.0,0.0,0.0,0.0,none,online,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6000000000000004,0.07951035907182083,-0.0036767393892449575,-0.0970522103861723,0.30365505293408707,-0.31973849650987796,5.162380689688773,0.0,inf,0.436939761350012,0,inf,0.41372617916009785,-0.33094551335114064,0.41372617916009785,-0.33094551335114064,0.3831790750478583,-0.4110392195764653,0.0,front_clear,0.0,0.0,inf,0.0,0,0.0,0.0,polyline_0.670,tracking,0.6617887477389082,-0.08544718693472701,0.0,0.0,1.0,0.0,0.0,251.464417000534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.198992751366241,16.457097139614678,4.849039875715259,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,paper_rl_driven,0,100,50,15,30,0.0,disabled,1.0,1.0,1.0,0.0,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.617187242013816,0.0,0.0,8,12,0,0,0,0,0,0,0.0,0.337996468633508,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,41.0392887878418,1.1478275299072265,0,0.0,0.0,0.0,0.0,0.0,paper_direct_control,disabled,0.0,direct,0.0,0.0,0.0,0.0,0.0,0.0,none,online,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7000000000000005,0.11392588632675359,-0.007406389321664288,-0.12809568302615532,0.3686147554317111,-0.29225579657356165,5.12777030593954,0.0,inf,0.19622116610685073,0,inf,0.49842013800429374,-0.18432972360266814,0.49842013800429374,-0.18432972360266814,0.46454255446661585,-0.24297603950205693,0.0,front_clear,0.0,0.0,inf,0.0,0,0.0,0.0,polyline_0.700,tracking,0.6901648455890812,-0.0925412113972703,0.0,0.0,1.0,0.0,0.0,245.22294600319583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.851752744553174,18.49117544912116,7.826428140706337,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,paper_rl_driven,0,100,50,15,30,0.0,disabled,1.0,1.0,1.0,0.0,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.6170865387357952,0.0,0.0,9,11,0,0,0,0,0,0,0.0,0.3398105647875693,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,41.11015113830567,1.0886668395996093,0,0.0,0.0,0.0,0.0,0.0,paper_direct_control,disabled,0.0,direct,0.0,0.0,0.0,0.0,0.0,0.0,none,online,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8000000000000006,0.15507127711664695,-0.0131319223632067,-0.14595732682315213,0.46187700542315796,-0.05839452718221544,5.086230837156231,0.0,inf,0.000298411566806132,0,inf,0.5089639157148582,0.10082275477080876,0.5089639157148582,0.10082275477080876,0.5047464046306324,-0.013238236578581936,0.0,front_clear,0.0,0.0,inf,0.0,0,0.0,0.0,polyline_0.734,tracking,0.723691843252704,-0.10092296081317596,0.0,0.0,1.0,0.0,0.0,265.7495610037586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.95551178868665,21.434880833581225,6.2011220046534214,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,paper_rl_driven,0,100,50,15,30,0.0,disabled,1.0,1.0,1.0,0.0,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.6168953487986005,0.0,0.0,6,14,0,0,0,0,0,0,0.0,0.3267300636417173,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,41.14652450561523,0.828113899230957,0,0.0,0.0,0.0,0.0,0.0,paper_direct_control,disabled,0.0,direct,0.0,0.0,0.0,0.0,0.0,0.0,none,online,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9000000000000007,0.2053083478925456,-0.02064356288314705,-0.14794444445897298,0.5343008279816737,-0.00034926203665113214,5.035446489966372,0.0,inf,0.06341093898431949,0,inf,0.5415930022452432,0.1951426031065879,0.5415930022452432,0.1951426031065879,0.528541367633089,0.1574146637722761,0.0,front_clear,0.0,0.0,inf,0.0,0,0.0,0.0,polyline_0.776,tracking,0.76383631542356,-0.11095907885588999,0.0,0.0,1.0,0.0,0.0,268.54104100493714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.361350623173593,23.72394801204449,8.70669900261487,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,paper_rl_driven,0,100,50,15,30,0.0,disabled,1.0,1.0,1.0,0.0,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.6165752382412557,0.0,0.0,5,15,0,0,0,0,0,0,0.0,0.3532420137212974,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,40.33517498016357,0.8348011398315429,0,0.0,0.0,0.0,0.0,0.0,paper_direct_control,disabled,0.0,direct,0.0,0.0,0.0,0.0,0.0,0.0,none,online,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0000000000000007,0.2606060641064321,-0.029071217310452813,-0.14723172455553885,0.5227478536397886,-0.0077717523987613935,4.979526441617543,0.0,inf,0.20485422736772704,0,inf,0.5050364027804153,0.4450469511464413,0.5050364027804153,0.4450469511464413,0.5196590425663467,0.34508521193049996,0.0,front_clear,0.0,0.0,inf,0.0,0,0.0,0.0,polyline_0.826,tracking,0.8116298670183176,-0.12639642686007468,0.0,0.0,1.0,0.0,0.0,268.6997809942113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.117155491011601,25.250225432746035,3.8250661748638097,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,paper_rl_driven,0,100,50,15,30,0.0,disabled,1.0,1.0,1.0,0.0,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.6154749814527853,0.0,0.0,11,9,0,0,0,0,0,0,0.0,0.33348806878021553,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,40.584486446380616,0.747297134399414,0,0.0,0.0,0.0,0.0,0.0,paper_direct_control,disabled,0.0,direct,0.0,0.0,0.0,0.0,0.0,0.0,none,online,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
