ablation_block,applied_control_jerk,arm,block_order,boundary_violation,boundary_violation_steps,collision,collision_free,conflict_q05_clearance,conflict_q05_used_episode_fallback,conflict_traversal_censored,conflict_traversal_time_failure_penalized_s,conflict_window_sample_count,direction_switch_count,failure_penalized_steps,final_goal_distance,minimum_clearance,model_block,path_progress_m_max,planner_compute_ms_p95_health_only,planner_deadline_miss_rate_health_only,premature_reverse_count,release_delay_censored_events,release_delay_event_count,release_delay_max_s,release_delay_mean_s,risk_or_raw_closing_steps,safe_success,seed,spin_steps,split,steps,stuck_steps,three_phase_oscillation_count,time_to_goal_s,trajectory_length,zero_speed_risk_fraction,zero_speed_risk_steps
True,0.022466007351983504,B10_learning_only,12,False,0,False,True,0.3272730508740349,False,False,5.899999999999562,29,0,296,0.2989662243612598,0.32571675368659847,1,8.501706675545122,466.5894749978179,1.0,0,0,0,0.0,0.0,0,True,740200098,9,id,296,20,0,29.599999999994473,8.53046666796635,0.0,0
True,0.032138114926084475,B11_full_proposed,12,False,0,False,True,0.35199342663568267,False,False,5.699999999999584,29,1,301,0.2882673207071935,0.3427436670090003,1,8.512181647663038,480.6255000003148,1.0,0,0,1,0.19999999999998885,0.19999999999998885,17,True,740200098,0,id,301,8,0,30.099999999994196,8.976345779007703,0.6470588235294118,11
True,0.03149764151800044,A_full_ordinary_imm,12,False,0,False,True,0.35199342663568267,False,False,5.699999999999584,29,1,302,0.29958116228863957,0.3427436670090003,1,8.500420682014767,480.66717000092467,1.0,0,0,1,0.19999999999998885,0.19999999999998885,17,True,740200098,0,id,302,8,0,30.19999999999414,8.953933972446187,0.6470588235294118,11
True,0.04297991631792938,B11_full_proposed,13,False,0,False,True,0.6618977475449511,False,False,5.0999999999985945,44,2,331,0.29434776175173283,0.3975391426785877,0,8.505688584939556,482.97719999936817,1.0,0,0,1,0.3999999999997783,0.3999999999997783,32,True,740300084,0,ood,331,12,0,33.09999999999449,9.511158629243877,0.0625,2
True,0.043009055127535736,A_no_icode,13,False,0,False,True,0.5205606325439095,False,False,5.3999999999993165,44,2,338,0.2857225841027939,0.3975391426785877,0,8.514438944803555,111.28162999939377,0.5798816568047337,0,0,1,2.2999999999987253,2.2999999999987253,27,True,740300084,18,ood,338,35,0,33.79999999999534,8.965842485609288,0.37037037037037035,10
True,0.03860949886015815,A_fixed_hss,13,False,0,False,True,0.6485678326381473,False,False,5.299999999998839,44,2,333,0.29333430139472777,0.3975391426785877,0,8.507293483514173,404.7665000005509,1.0,0,0,1,0.19999999999988916,0.19999999999988916,37,True,740300084,2,ood,333,12,0,33.29999999999473,9.517004223573506,0.2702702702702703,10
True,0.03317383150730056,B10_learning_only,13,False,0,False,True,0.5842375301987298,False,False,5.499999999996952,44,0,304,0.29215468100453085,0.3975391426785877,0,8.563880760897941,468.4655900000507,1.0,0,0,0,0.0,0.0,0,True,740300084,2,ood,304,9,0,30.39999999999403,9.236867429595558,0.0,0
True,0.09027718409748377,B01_probability_only,13,False,0,True,False,0.5280423055808089,False,True,40.0,44,1,400,3.4483924713477783,-0.035395296013846556,0,6.465002911844284,40.71229999863135,0.0,0,0,0,0.0,0.0,25,False,740300084,0,ood,251,12,0,,7.467909449972597,0.0,0
True,0.041451578162997806,B00_strong_nominal_mppi,13,False,0,False,True,0.21688767619853633,False,False,5.299999999997063,44,0,303,0.2965298045213871,0.20723570391725477,0,8.510214643991553,9.62147999998706,0.0,0,0,0,0.0,0.0,0,True,740300084,1,ood,303,10,0,30.299999999994085,8.644561977894107,0.0,0
True,0.04107550138715965,A_full_ordinary_imm,13,False,0,False,True,0.5727813511966018,False,False,5.199999999997118,44,2,323,0.2956728546519521,0.3975391426785877,0,8.510357831139478,483.0660799983889,1.0,0,0,1,0.4999999999997229,0.4999999999997229,30,True,740300084,0,ood,323,15,0,32.29999999999351,9.218494967552886,0.16666666666666666,5
False,0.03884424838445673,B10_learning_only,14,False,0,False,True,0.1452130747409405,False,False,3.699999999999635,35,0,316,0.2996800016766657,0.14002038311858012,0,8.50063490160954,394.7880250007074,1.0,0,0,0,0.0,0.0,0,True,740300136,9,ood,316,24,0,31.599999999993365,8.75736548831354,0.0,0
False,0.06904313987782977,B01_probability_only,14,False,0,False,True,0.5513179231588794,False,False,3.799999999997894,35,2,400,0.39894799446643486,0.3975399243137533,0,8.471708439563145,41.09220999835088,0.0,0,0,4,0.6000000000002004,0.3000000000000558,61,False,740300136,0,ood,400,24,0,,10.215672133393374,0.13114754098360656,8
