arm,endpoint,mean_or_rate,median,n,q25,q75,sd,split
B00_strong_nominal_mppi,planner_compute_ms_p95_health_only,9.926351305544408,9.855225000592327,180,9.715399999913643,10.111778748387223,0.29676797047071074,ood
B00_strong_nominal_mppi,planner_deadline_miss_rate_health_only,0.0,0.0,180,0.0,0.0,0.0,ood
B10_learning_only,safe_success,0.8333333333333334,,180,,,,ood
B10_learning_only,collision,0.16666666666666666,,180,,,,ood
B10_learning_only,boundary_violation,0.0,,180,,,,ood
B10_learning_only,failure_penalized_steps,328.7944444444444,309.0,180,302.0,345.25,37.075145979622306,ood
B10_learning_only,final_goal_distance,0.8544294351013045,0.29306550268101217,180,0.2878011866577977,0.2982955042950187,1.4322012037043055,ood
B10_learning_only,path_progress_m_max,7.969981689621614,8.51049231269705,180,8.503378056705113,8.518851423912615,1.4362993326946756,ood
B10_learning_only,minimum_clearance,0.2355290940200613,0.32178746454367324,180,0.13806493119382585,0.326802879706642,0.1458446397061775,ood
B10_learning_only,conflict_q05_clearance,0.3179274360410369,0.3284480176413803,180,0.3237642587745574,0.33943188982790806,0.11628442734546714,ood
B10_learning_only,trajectory_length,8.368249616290473,8.612968543219363,180,8.536710300571535,9.068210184097563,1.582215775775324,ood
B10_learning_only,applied_control_jerk,0.03449835521696804,0.032959251950473265,180,0.023485366780077756,0.04181039816416385,0.012586898104427046,ood
B10_learning_only,stuck_steps,19.772222222222222,20.0,180,16.0,22.25,8.23389272747393,ood
B10_learning_only,spin_steps,9.127777777777778,9.0,180,7.0,12.0,3.799486227478592,ood
B10_learning_only,direction_switch_count,0.3333333333333333,0.0,180,0.0,1.0,0.5885309805641491,ood
B10_learning_only,three_phase_oscillation_count,0.0,0.0,180,0.0,0.0,0.0,ood
B10_learning_only,premature_reverse_count,0.23333333333333334,0.0,180,0.0,0.0,0.4241323710310551,ood
B10_learning_only,release_delay_max_s,0.0,0.0,180,0.0,0.0,0.0,ood
B10_learning_only,conflict_traversal_time_failure_penalized_s,22.271666666665993,13.899999999999768,180,6.2999999999995175,40.0,16.15050122888292,ood
B10_learning_only,zero_speed_risk_steps,0.0,0.0,180,0.0,0.0,0.0,ood
B10_learning_only,planner_compute_ms_p95_health_only,464.10828380558183,467.84725249972325,180,466.60298124984365,469.26130999936504,19.797315593508124,ood
B10_learning_only,planner_deadline_miss_rate_health_only,1.0,1.0,180,1.0,1.0,0.0,ood
B01_probability_only,safe_success,0.5833333333333334,,180,,,,ood
B01_probability_only,collision,0.1111111111111111,,180,,,,ood
B01_probability_only,boundary_violation,0.0,,180,,,,ood
B01_probability_only,failure_penalized_steps,385.3777777777778,388.0,180,378.0,400.0,17.554116025808536,ood
B01_probability_only,final_goal_distance,0.9764168593838994,0.29855421860560116,180,0.29541254940647355,0.48970954799504407,1.692612489010593,ood
B01_probability_only,path_progress_m_max,7.92946580902987,8.546697752566143,180,8.36331051553767,8.56091656988005,1.5859511713702388,ood
B01_probability_only,minimum_clearance,0.3035620344527488,0.36059944408400885,180,0.3488064830796035,0.36101528465034893,0.13602495820348992,ood
B01_probability_only,conflict_q05_clearance,0.4667467817555602,0.3757934093571319,180,0.3690957464263259,0.4253329227786245,0.2543338261660795,ood
B01_probability_only,trajectory_length,8.981581642890243,9.457227520145528,180,9.181410129375823,9.561629057809798,1.6188739759482782,ood
B01_probability_only,applied_control_jerk,0.07315329763068427,0.06675997460134021,180,0.06186655978721862,0.07736963283286226,0.017439259218603138,ood
B01_probability_only,stuck_steps,31.36111111111111,24.0,180,18.0,40.0,19.099786154843976,ood
B01_probability_only,spin_steps,3.1555555555555554,0.0,180,0.0,1.0,8.4243742019939,ood
B01_probability_only,direction_switch_count,1.4166666666666667,1.0,180,1.0,2.0,1.087640057121265,ood
B01_probability_only,three_phase_oscillation_count,0.022222222222222223,0.0,180,0.0,0.0,0.14781672010850969,ood
B01_probability_only,premature_reverse_count,0.022222222222222223,0.0,180,0.0,0.0,0.14781672010850969,ood
B01_probability_only,release_delay_max_s,0.5966666666666175,0.2999999999999945,180,0.19999999999999996,0.8000000000000005,0.645041248518613,ood
B01_probability_only,conflict_traversal_time_failure_penalized_s,21.723888888888272,13.749999999998897,180,6.2999999999995175,40.0,16.15525015891419,ood
B01_probability_only,zero_speed_risk_steps,16.227777777777778,11.0,180,9.0,20.25,13.24999443683052,ood
B01_probability_only,planner_compute_ms_p95_health_only,33.82040533355192,33.05362499795592,180,32.39294874974803,34.85231874960846,2.300356229027184,ood
